CBNO,ILCE_CBNO,ADI,ALAN,CEVRE,NUFUS,POSTAKODU
421.00000,11.00000,KAVAK,20744132.00000,31205.00000,253.00000,"38800"
778.00000,15.00000,CAMİİCEDİT,237039.00000,2122.00000,2716.00000,"38400"
369.00000,8.00000,KARAÖZÜ,29961184.00000,34828.00000,660.00000,"38820"
375.00000,9.00000,GÜMÜŞSU,8581066.00000,15548.00000,129.00000,"38830"
389.00000,9.00000,ORTAKÖY,43641787.00000,31537.00000,667.00000,"38830"
428.00000,15.00000,HAVADAN,61206212.00000,37122.00000,204.00000,"38400"
431.00000,6.00000,YAĞMURBEY,11476939.00000,16696.00000,73.00000,"38600"
372.00000,16.00000,YERKÖY,14882077.00000,20957.00000,542.00000,"38500"
374.00000,16.00000,İLYASLI,10346007.00000,18288.00000,595.00000,"38500"
376.00000,16.00000,YULARI,6477711.00000,12413.00000,199.00000,"38500"
381.00000,9.00000,UĞURLU,3405297.00000,12330.00000,118.00000,"38830"
10.00000,4.00000,ANBAR,28719596.00000,27751.00000,4419.00000,"38170"
632.00000,12.00000,ÇAVDAR,59753177.00000,40441.00000,224.00000,"38660"
481.00000,15.00000,KOZLUCA,18218661.00000,20815.00000,12.00000,"38400"
482.00000,15.00000,ÖKSÜT,41163547.00000,29919.00000,559.00000,"38400"
486.00000,15.00000,YAZIBAŞI,23085338.00000,27368.00000,263.00000,"38400"
487.00000,15.00000,EPÇE,40575947.00000,34671.00000,597.00000,"38400"
489.00000,15.00000,YENİHAYAT,30686154.00000,27593.00000,107.00000,"38400"
490.00000,15.00000,SOYSALLI,26949709.00000,31445.00000,1153.00000,"38400"
491.00000,15.00000,KIZIK,27961003.00000,27922.00000,400.00000,"38400"
496.00000,15.00000,AYVAZHACI,23229846.00000,33137.00000,508.00000,"38400"
493.00000,15.00000,ÇAYIRÖZÜ,51980874.00000,30002.00000,617.00000,"38400"
498.00000,6.00000,ASMAKAYA,13184145.00000,19052.00000,23.00000,"38600"
501.00000,15.00000,KARACAÖREN,18038757.00000,18155.00000,453.00000,"38400"
502.00000,6.00000,AKMESCİT,27109435.00000,33182.00000,1339.00000,"38600"
460.00000,6.00000,DOĞANLAR,18055736.00000,26702.00000,111.00000,"38600"
504.00000,6.00000,KARATAY,39796038.00000,36817.00000,585.00000,"38600"
506.00000,15.00000,GÖMEDİ,13441037.00000,23415.00000,80.00000,"38400"
508.00000,6.00000,SAMAĞIR,43233056.00000,37533.00000,213.00000,"38600"
509.00000,6.00000,KÖPRÜBAŞI,61045949.00000,54881.00000,565.00000,"38600"
510.00000,6.00000,GİRVELİ,18737525.00000,25803.00000,96.00000,"38600"
511.00000,6.00000,EKİNCİLER,23971658.00000,29182.00000,401.00000,"38600"
408.00000,5.00000,ÇÖMLEKÇİ,20499671.00000,28996.00000,671.00000,"38300"
385.00000,16.00000,KAVACIK,12468984.00000,19678.00000,731.00000,"38500"
512.00000,6.00000,AĞCALI,18316152.00000,33405.00000,255.00000,"38600"
513.00000,6.00000,AKÇATI,20380034.00000,28303.00000,245.00000,"38600"
514.00000,6.00000,SIVGIN,31665526.00000,46855.00000,219.00000,"38600"
497.00000,15.00000,MİLLİDERE,10262589.00000,21799.00000,172.00000,"38400"
516.00000,6.00000,EMİRÖREN,15496006.00000,23083.00000,107.00000,"38600"
795.00000,15.00000,ŞHT.ÜSTĞM.HASAN ŞAHAN,1579023.00000,5568.00000,2538.00000,"38400"
520.00000,10.00000,METHİYE,83453925.00000,45838.00000,121.00000,"38700"
521.00000,15.00000,KOPÇULLU,6230769.00000,16272.00000,83.00000,"38400"
523.00000,10.00000,KAZANCIK,82065537.00000,46778.00000,76.00000,"38700"
524.00000,13.00000,KUŞCAĞIZ,12755073.00000,24101.00000,116.00000,"38900"
525.00000,10.00000,HAYRİYE,29406888.00000,30554.00000,47.00000,"38700"
526.00000,13.00000,EKİNLİ,11457755.00000,22068.00000,111.00000,"38900"
527.00000,13.00000,İNCİLİ,28184315.00000,36456.00000,474.00000,"38900"
442.00000,15.00000,DEREBAŞI,30065409.00000,26976.00000,144.00000,"38400"
447.00000,15.00000,KÖSELER,44687077.00000,49207.00000,548.00000,"38400"
448.00000,15.00000,DEREŞİMLİ,13556235.00000,18292.00000,102.00000,"38400"
455.00000,15.00000,TAŞCI BUCAK MERKEZİ,13437021.00000,22323.00000,180.00000,"38400"
456.00000,15.00000,KILIÇKAYA,27356780.00000,26118.00000,256.00000,"38400"
462.00000,15.00000,YENİCE,26505925.00000,35803.00000,298.00000,"38400"
463.00000,15.00000,HÜSEYİNLİ,38440630.00000,44204.00000,267.00000,"38400"
464.00000,15.00000,ŞAHMELİK,67955668.00000,48589.00000,678.00000,"38400"
433.00000,15.00000,YENİKÖY,34836186.00000,43711.00000,390.00000,"38400"
434.00000,15.00000,HOŞÇA,23978102.00000,23007.00000,105.00000,"38400"
439.00000,15.00000,KÜÇÜKKÜNYE,62306286.00000,38737.00000,431.00000,"38400"
441.00000,15.00000,SARIKAYA,25533608.00000,26666.00000,378.00000,"38400"
438.00000,15.00000,YAYLACIK,50500975.00000,40361.00000,311.00000,"38400"
457.00000,15.00000,ÇUKURYURT,19426119.00000,29730.00000,63.00000,"38400"
823.00000,9.00000,GÖMÜRGEN,14080856.00000,27017.00000,484.00000,"38830"
449.00000,6.00000,İĞDECİK,24208708.00000,30600.00000,317.00000,"38600"
436.00000,6.00000,KARDEŞLER,9747640.00000,16201.00000,150.00000,"38600"
437.00000,6.00000,BURHANİYE,10382692.00000,19798.00000,231.00000,"38600"
440.00000,15.00000,BÜYÜKKÜNYE,12566968.00000,16954.00000,298.00000,"38400"
443.00000,15.00000,ÇADIRYERİ,15220464.00000,19444.00000,72.00000,"38400"
445.00000,15.00000,SARAYCIK,20366778.00000,23727.00000,179.00000,"38400"
450.00000,15.00000,ÇATALOLUK,41405612.00000,45488.00000,349.00000,"38400"
454.00000,6.00000,GERGEME,32577026.00000,30564.00000,938.00000,"38600"
446.00000,6.00000,KARACAÖREN,22241900.00000,25905.00000,158.00000,"38600"
461.00000,15.00000,AYŞEPINAR,45587620.00000,35021.00000,474.00000,"38400"
451.00000,6.00000,MUSAŞEYH,14430027.00000,19783.00000,49.00000,"38600"
494.00000,6.00000,KÖSEHACILI,11781482.00000,19279.00000,69.00000,"38600"
476.00000,6.00000,SAĞLIK,27275032.00000,27857.00000,1129.00000,"38600"
435.00000,6.00000,BÜYÜKTUZHİSAR,64537642.00000,45289.00000,1202.00000,"38600"
426.00000,11.00000,KALE,24885870.00000,25765.00000,55.00000,"38800"
452.00000,15.00000,EŞELİK,16139325.00000,18671.00000,164.00000,"38400"
802.00000,9.00000,YEŞİL,74732726.00000,46630.00000,305.00000,"38830"
465.00000,15.00000,ÇÖTEN,30965640.00000,36385.00000,528.00000,"38400"
466.00000,15.00000,ÇAYLICA,25380594.00000,34478.00000,642.00000,"38400"
672.00000,12.00000,YAYLACI,21470866.00000,30265.00000,380.00000,"38660"
468.00000,6.00000,CAMİİCEDİT,24704628.00000,33505.00000,262.00000,"38600"
685.00000,10.00000,YARIMTEPE,9364473.00000,23819.00000,144.00000,"38700"
469.00000,6.00000,DERVİŞAĞA,100592.00000,1991.00000,329.00000,"38600"
470.00000,15.00000,KABAKLI,18991636.00000,29356.00000,404.00000,"38400"
471.00000,15.00000,İNCESU,33149120.00000,41363.00000,731.00000,"38400"
472.00000,6.00000,YENİCE,203381.00000,2396.00000,118.00000,"38600"
473.00000,6.00000,BAYRAMLI,130501.00000,1910.00000,355.00000,"38600"
424.00000,11.00000,ERDEMLİ,34088959.00000,29905.00000,192.00000,"38800"
405.00000,11.00000,DOĞANLI,31567890.00000,29274.00000,284.00000,"38800"
477.00000,6.00000,YAVUZ SELİM,42906772.00000,38308.00000,633.00000,"38600"
479.00000,15.00000,ÇOMAKLI,52875827.00000,33088.00000,706.00000,"38400"
532.00000,10.00000,BESEREK,43219179.00000,46540.00000,120.00000,"38700"
549.00000,10.00000,ÖRENŞEHİR BUCAK MERKEZİ,57257791.00000,52356.00000,107.00000,"38700"
565.00000,13.00000,SÖĞÜTLÜ,32243987.00000,28322.00000,53.00000,"38900"
568.00000,13.00000,BÖKE,30129512.00000,29484.00000,138.00000,"38900"
570.00000,10.00000,ŞEREFİYE,31462422.00000,29545.00000,55.00000,"38700"
572.00000,13.00000,SÜVEGENLER,24925066.00000,21213.00000,163.00000,"38900"
579.00000,10.00000,YUKARIKIZILÇEVLİK,28520678.00000,34301.00000,38.00000,"38700"
580.00000,10.00000,AŞAĞIKIZILÇEVLİK,29667432.00000,29228.00000,56.00000,"38700"
582.00000,10.00000,AŞAĞIBORANDERE,21081904.00000,31779.00000,110.00000,"38700"
586.00000,10.00000,HALİTBEYÖREN,30279295.00000,27932.00000,107.00000,"38700"
589.00000,10.00000,TERSAKAN,48946837.00000,31654.00000,70.00000,"38700"
590.00000,10.00000,İNLİÖREN,50720867.00000,39393.00000,93.00000,"38700"
670.00000,10.00000,KARAHACILI,11934392.00000,24221.00000,126.00000,"38700"
548.00000,10.00000,KURBAĞALIK,28649931.00000,32927.00000,76.00000,"38700"
585.00000,10.00000,KIRKGEÇİT,56060812.00000,47814.00000,122.00000,"38700"
591.00000,10.00000,SÖĞÜTLÜ,20296277.00000,22668.00000,51.00000,"38700"
598.00000,10.00000,AŞAĞIKARAGÖZ,12175778.00000,27019.00000,124.00000,"38700"
607.00000,10.00000,AYGÖRMEZ,11329047.00000,21941.00000,60.00000,"38700"
610.00000,13.00000,KÖMÜR,12785822.00000,22596.00000,155.00000,"38900"
612.00000,10.00000,TÖZGÜN,12944777.00000,26026.00000,225.00000,"38700"
613.00000,10.00000,HASSA,12931989.00000,20898.00000,113.00000,"38700"
615.00000,13.00000,KEVENAĞIL,14775257.00000,20845.00000,31.00000,"38900"
635.00000,12.00000,AKOLUK,13073643.00000,17440.00000,20.00000,"38660"
638.00000,10.00000,KIZILHAN,10308243.00000,22426.00000,136.00000,"38700"
569.00000,13.00000,ŞIHBARAK,27215861.00000,31375.00000,559.00000,"38900"
688.00000,10.00000,TOYBUK,10165711.00000,23234.00000,231.00000,"38700"
694.00000,10.00000,CABE,20885229.00000,27056.00000,104.00000,"38700"
564.00000,10.00000,KARAHALKA,52725424.00000,43182.00000,36.00000,"38700"
566.00000,10.00000,KARAKUYU,95234678.00000,71256.00000,103.00000,"38700"
573.00000,10.00000,ESKİYASSIPINAR,133084193.00000,72923.00000,151.00000,"38700"
583.00000,10.00000,YUKARIBORANDERE,91134392.00000,46974.00000,646.00000,"38700"
601.00000,13.00000,CÜCÜN,26387890.00000,33725.00000,396.00000,"38900"
602.00000,10.00000,KÜÇÜKPOTUKLU,14576021.00000,20389.00000,70.00000,"38700"
605.00000,10.00000,BÜYÜKPOTUKLU,24787429.00000,34323.00000,148.00000,"38700"
609.00000,10.00000,PANLI,42992514.00000,39499.00000,135.00000,"38700"
611.00000,13.00000,YEŞİLBAĞ,9205735.00000,16684.00000,113.00000,"38900"
614.00000,13.00000,GÜZELCE,10072345.00000,21601.00000,48.00000,"38900"
618.00000,13.00000,BOSTANLIK,21729286.00000,33312.00000,118.00000,"38900"
620.00000,13.00000,TOKLAR,17448674.00000,23132.00000,202.00000,"38900"
621.00000,13.00000,ÇAYİNLİ,16541268.00000,22730.00000,159.00000,"38900"
623.00000,10.00000,FAKIEKİNCİLİĞİ,27150518.00000,33392.00000,60.00000,"38700"
624.00000,10.00000,MELİKGAZİ,11912271.00000,24101.00000,65.00000,"38700"
625.00000,13.00000,AKDERE,60967372.00000,51217.00000,928.00000,"38900"
629.00000,10.00000,YUSUFLAR,17648189.00000,27831.00000,27.00000,"38700"
631.00000,10.00000,KIZILDERE,12020879.00000,20959.00000,119.00000,"38700"
530.00000,13.00000,GÜLVEREN,19903392.00000,37123.00000,193.00000,"38900"
619.00000,13.00000,KÖPRÜBAŞI,14097632.00000,23065.00000,140.00000,"38900"
633.00000,10.00000,EMEĞİL,24259976.00000,25290.00000,118.00000,"38700"
634.00000,10.00000,BAHÇECİK,7704553.00000,15471.00000,146.00000,"38700"
636.00000,12.00000,KÜÇÜK ÖRTÜLÜ,12398566.00000,19702.00000,31.00000,"38660"
664.00000,10.00000,BÜYÜKKÖMARMUT,14742154.00000,29963.00000,133.00000,"38700"
616.00000,13.00000,SARIMEHMETLİ,14700551.00000,22155.00000,701.00000,"38900"
540.00000,13.00000,GÖKTEPE,10771737.00000,18672.00000,48.00000,"38900"
544.00000,13.00000,IŞIKLAR,34032908.00000,42809.00000,245.00000,"38900"
588.00000,10.00000,YAĞLIPINAR,37508302.00000,29674.00000,79.00000,"38700"
537.00000,13.00000,İCADİYE,21686317.00000,23540.00000,50.00000,"38900"
554.00000,10.00000,TAHTAKÖPRÜ,26745184.00000,32471.00000,48.00000,"38700"
668.00000,10.00000,KÖŞKERLİ,5021400.00000,11781.00000,21.00000,"38700"
677.00000,12.00000,KURDİNİ,536877.00000,3262.00000,52.00000,"38660"
663.00000,10.00000,ELMALI,7190374.00000,16212.00000,75.00000,"38700"
542.00000,13.00000,GÜZELSU,39801742.00000,35703.00000,115.00000,"38900"
592.00000,10.00000,DEMİRCİÖREN,27107983.00000,33510.00000,75.00000,"38700"
606.00000,10.00000,CİNLİÖREN,11814621.00000,21455.00000,48.00000,"38700"
622.00000,10.00000,AVŞARPOTUKLU,22624097.00000,26255.00000,35.00000,"38700"
628.00000,13.00000,KURTULUŞ,14627192.00000,17536.00000,2131.00000,"38900"
630.00000,10.00000,KILIÇKIŞLA,13143778.00000,26046.00000,126.00000,"38700"
534.00000,10.00000,YAHYABEY,66802590.00000,39720.00000,106.00000,"38700"
536.00000,13.00000,DADALOĞLU,39694955.00000,41298.00000,1158.00000,"38900"
538.00000,13.00000,KARAMUKLU,32364953.00000,33133.00000,72.00000,"38900"
543.00000,13.00000,ARSLANTAŞ,56017615.00000,48713.00000,197.00000,"38900"
545.00000,10.00000,KAFTANGİYEN,93107513.00000,47292.00000,80.00000,"38700"
552.00000,13.00000,TAHTAKEMER,38542851.00000,38762.00000,159.00000,"38900"
555.00000,10.00000,KAYNAR,139809183.00000,61313.00000,221.00000,"38700"
557.00000,13.00000,BÜYÜKCANLI,25626323.00000,32895.00000,184.00000,"38900"
562.00000,10.00000,UZUNPINAR,64387851.00000,39665.00000,143.00000,"38700"
563.00000,10.00000,KIRKPINAR,37441181.00000,34296.00000,36.00000,"38700"
575.00000,13.00000,DAĞYURDU,23838508.00000,22524.00000,144.00000,"38900"
531.00000,13.00000,KIZILÖREN,42953097.00000,31994.00000,183.00000,"38900"
533.00000,13.00000,AVŞARSÖĞÜTLÜ,37571797.00000,34013.00000,221.00000,"38900"
539.00000,13.00000,ÇANAKPINAR,8968616.00000,15759.00000,269.00000,"38900"
541.00000,13.00000,MELİKÖREN,15543605.00000,20055.00000,71.00000,"38900"
547.00000,10.00000,SAÇAYAĞI,52997933.00000,43026.00000,70.00000,"38700"
553.00000,10.00000,HİLMİYE,74827004.00000,52643.00000,83.00000,"38700"
556.00000,13.00000,KESİR,32722141.00000,34948.00000,194.00000,"38900"
560.00000,13.00000,CULHA,16842672.00000,27125.00000,319.00000,"38900"
561.00000,10.00000,DİKİLİTAŞ,59840930.00000,48440.00000,75.00000,"38700"
576.00000,10.00000,KAYAALTI,56145506.00000,38454.00000,146.00000,"38700"
581.00000,10.00000,ALTIKESEK,38475159.00000,35027.00000,47.00000,"38700"
584.00000,10.00000,YUKARIKARAGÖZ,46479647.00000,66144.00000,249.00000,"38700"
587.00000,10.00000,KARABOĞAZ,19475987.00000,25081.00000,93.00000,"38700"
594.00000,10.00000,AKÖREN,39563281.00000,35651.00000,79.00000,"38700"
596.00000,13.00000,ŞİRAZ,8426871.00000,16817.00000,240.00000,"38900"
599.00000,13.00000,TURANLI,16701184.00000,19515.00000,185.00000,"38900"
603.00000,13.00000,PUSATLI,64383100.00000,41707.00000,390.00000,"38900"
604.00000,13.00000,ÇUKURAĞAÇ,7049351.00000,13295.00000,52.00000,"38900"
690.00000,10.00000,YEREGEÇEN,6707182.00000,16678.00000,41.00000,"38700"
666.00000,10.00000,BÜYÜKKARAMUKLU,8165686.00000,15750.00000,100.00000,"38700"
669.00000,10.00000,KÜÇÜKKÖMARMUT,3235341.00000,13334.00000,59.00000,"38700"
671.00000,12.00000,DAYOLUK,48592649.00000,39313.00000,103.00000,"38660"
673.00000,12.00000,BAHÇELİ,4079066.00000,11188.00000,758.00000,"38660"
675.00000,10.00000,BÜYÜKKARAMANLI,11923467.00000,29625.00000,150.00000,"38700"
676.00000,10.00000,PULPINAR,6240698.00000,14965.00000,21.00000,"38700"
678.00000,10.00000,PAŞALI,13278224.00000,20543.00000,163.00000,"38700"
680.00000,10.00000,ŞABANLI,10279127.00000,17627.00000,381.00000,"38700"
681.00000,10.00000,CİNAHMET,7942637.00000,18669.00000,45.00000,"38700"
682.00000,12.00000,YEŞİLKENT,87104731.00000,50055.00000,473.00000,"38660"
684.00000,10.00000,ÇAKILKAYA,17007211.00000,24077.00000,322.00000,"38700"
686.00000,10.00000,SAÇLI,6620570.00000,21330.00000,82.00000,"38700"
687.00000,12.00000,KURUDERE,14445197.00000,18543.00000,63.00000,"38660"
691.00000,12.00000,MOLLAHÜSEYİNLER,12791499.00000,26299.00000,183.00000,"38660"
692.00000,12.00000,KEMER,21245122.00000,27865.00000,195.00000,"38660"
695.00000,12.00000,KARAYURT,16137803.00000,24515.00000,171.00000,"38660"
696.00000,12.00000,İNCEMAĞARA,13890055.00000,17825.00000,98.00000,"38660"
697.00000,10.00000,ÇAYBAŞI,11974083.00000,14964.00000,66.00000,"38700"
699.00000,10.00000,KAYABAŞI,15199273.00000,21703.00000,204.00000,"38700"
700.00000,12.00000,DARIDERE,12240604.00000,19965.00000,85.00000,"38660"
701.00000,12.00000,OĞLAKKAYA,14442375.00000,23280.00000,101.00000,"38660"
702.00000,10.00000,ÇÖRDÜKLÜ,19094841.00000,28002.00000,182.00000,"38700"
703.00000,12.00000,FETTAHDERE,20838543.00000,27538.00000,126.00000,"38660"
704.00000,12.00000,ALTISÖĞÜT,15455614.00000,20915.00000,109.00000,"38660"
705.00000,10.00000,DİLCİLER,13210108.00000,24707.00000,133.00000,"38700"
706.00000,12.00000,KÜÇÜK KABAKTEPE,32525068.00000,28338.00000,47.00000,"38660"
707.00000,12.00000,ÇÖREKDERE,35278846.00000,31891.00000,362.00000,"38660"
708.00000,12.00000,KISKAÇLI,26964025.00000,26505.00000,111.00000,"38660"
571.00000,10.00000,OLUKKAYA,64613835.00000,46451.00000,134.00000,"38700"
597.00000,13.00000,KAPUKAYA,27136312.00000,28236.00000,297.00000,"38900"
709.00000,12.00000,YEDİOLUK,14822233.00000,16435.00000,103.00000,"38660"
710.00000,12.00000,KARAPINAR,53761408.00000,36951.00000,192.00000,"38660"
711.00000,12.00000,TEKNELİ,39018923.00000,31112.00000,352.00000,"38660"
712.00000,10.00000,PAZARÖREN,36050210.00000,48551.00000,584.00000,"38700"
713.00000,10.00000,SOLAKLAR,11579735.00000,18569.00000,188.00000,"38700"
714.00000,12.00000,DAMIZLIK,76489635.00000,38633.00000,530.00000,"38660"
642.00000,12.00000,KIRKISRAK,76275445.00000,40668.00000,370.00000,"38660"
644.00000,10.00000,BÜYÜKGÜMÜŞGÜN,30754511.00000,31560.00000,215.00000,"38700"
647.00000,10.00000,GÖLCÜK,9498449.00000,14544.00000,102.00000,"38700"
824.00000,9.00000,AKİN,21734937.00000,25473.00000,451.00000,"38830"
640.00000,12.00000,KÜÇÜK SÖBEÇİMEN,26379144.00000,22315.00000,43.00000,"38660"
641.00000,10.00000,GEBELEK,24319158.00000,32947.00000,94.00000,"38700"
643.00000,12.00000,ÇAĞŞAK,47091474.00000,38465.00000,191.00000,"38660"
646.00000,10.00000,YUKARIBEYÇAYIRI,24687459.00000,25192.00000,97.00000,"38700"
649.00000,10.00000,BÜYÜKKABAKTEPE,34650582.00000,35907.00000,104.00000,"38700"
779.00000,15.00000,GAZİ,40588645.00000,33698.00000,1001.00000,"38400"
648.00000,12.00000,TAVLA,30715754.00000,37707.00000,293.00000,"38660"
651.00000,10.00000,EĞRİSÖĞÜT,19711665.00000,25181.00000,58.00000,"38700"
645.00000,10.00000,AŞAĞIBEYÇAYIRI,42291291.00000,27851.00000,59.00000,"38700"
652.00000,12.00000,KIZILPINAR,12086013.00000,25581.00000,241.00000,"38660"
653.00000,10.00000,KIZILÖREN,115580149.00000,64421.00000,165.00000,"38700"
654.00000,12.00000,GÜNESEN,9490850.00000,19132.00000,482.00000,"38660"
655.00000,10.00000,HASIRCI,7449286.00000,13519.00000,104.00000,"38700"
771.00000,16.00000,ÇAMLICA,100332665.00000,50460.00000,440.00000,"38500"
658.00000,10.00000,ARTMAK,11550786.00000,24185.00000,67.00000,"38700"
659.00000,12.00000,ÇATALPINAR,14456287.00000,20334.00000,242.00000,"38660"
660.00000,10.00000,KADILI,10066211.00000,27293.00000,119.00000,"38700"
661.00000,12.00000,ÖRDEKLİ,33739817.00000,31262.00000,63.00000,"38660"
662.00000,10.00000,GÜLTEPE,11476134.00000,17268.00000,202.00000,"38700"
715.00000,12.00000,AVŞAROBASI,41408385.00000,29066.00000,206.00000,"38660"
717.00000,12.00000,İMİRZAAĞA,16853296.00000,19437.00000,79.00000,"38660"
719.00000,12.00000,GÜMÜŞALİ,12191164.00000,19516.00000,91.00000,"38660"
736.00000,11.00000,KÖŞK,98101.00000,1408.00000,413.00000,"38800"
738.00000,11.00000,CUMHURİYET,7003863.00000,14966.00000,919.00000,"38800"
716.00000,12.00000,DALLIKAVAK,18758236.00000,22421.00000,199.00000,"38660"
739.00000,11.00000,FEVZİOĞLU,6187717.00000,16097.00000,984.00000,"38800"
741.00000,11.00000,KUZEY,298690.00000,4146.00000,264.00000,"38800"
742.00000,11.00000,CAMİKEBİR,237895.00000,3925.00000,306.00000,"38800"
744.00000,11.00000,BEYLERYUKARI,65828.00000,1277.00000,353.00000,"38800"
748.00000,11.00000,KELER,2351919.00000,12103.00000,358.00000,"38800"
832.00000,14.00000,KAYAPINAR CUMHURİYET,7337372.00000,17298.00000,424.00000,
807.00000,15.00000,DEVELİ CAMİKEBİR,62005.00000,1321.00000,104.00000,"38400"
740.00000,11.00000,YENİŞEHİR,1075231.00000,5083.00000,206.00000,"38800"
743.00000,11.00000,İDRİS,46249486.00000,37895.00000,467.00000,"38800"
746.00000,11.00000,İÇMECE,12548503.00000,17733.00000,64.00000,"38800"
665.00000,10.00000,TAŞLIOĞLU,6738373.00000,19332.00000,47.00000,"38700"
679.00000,10.00000,ARSLANBEYLİ,8264545.00000,19391.00000,282.00000,"38700"
693.00000,10.00000,KAVLAKLAR,13904505.00000,22041.00000,126.00000,"38700"
718.00000,12.00000,DEĞİRMENTAŞ,76687078.00000,56280.00000,52.00000,"38660"
722.00000,10.00000,İNÖNÜ,1394154.00000,6665.00000,414.00000,"38700"
725.00000,10.00000,UZUNYOL,61840.00000,1215.00000,122.00000,"38700"
729.00000,10.00000,ALAGAZİLİ,7698267.00000,21130.00000,123.00000,"38700"
730.00000,10.00000,ESKİTEKKE,16239557.00000,30885.00000,93.00000,"38700"
731.00000,10.00000,KURTTEPE,13055409.00000,25145.00000,107.00000,"38700"
732.00000,10.00000,KAMAN,9923427.00000,21201.00000,177.00000,"38700"
733.00000,10.00000,HAN,17343124.00000,30244.00000,91.00000,"38700"
127.00000,4.00000,KIRANARDI,28120028.00000,28781.00000,3196.00000,"38155"
724.00000,10.00000,YENİCAMİ,303577.00000,3334.00000,1087.00000,"38700"
728.00000,10.00000,GÜMÜŞGÜN,4207645.00000,12952.00000,996.00000,"38700"
734.00000,10.00000,SERİNYURT,9553747.00000,18880.00000,99.00000,"38700"
735.00000,11.00000,GÜNEY,104941.00000,1512.00000,255.00000,"38800"
737.00000,11.00000,KARACABEY,116463497.00000,49500.00000,1885.00000,"38800"
806.00000,10.00000,YENİOCAK,162635.00000,2006.00000,896.00000,"38700"
752.00000,15.00000,BAHÇEBAŞI,1132908.00000,6484.00000,1163.00000,"38400"
753.00000,15.00000,FENESEYUKARI,202305.00000,2131.00000,1373.00000,"38400"
755.00000,15.00000,İZMİRLİ,40070.00000,862.00000,167.00000,"38400"
757.00000,15.00000,YENİ,604034.00000,3123.00000,5406.00000,"38400"
759.00000,15.00000,ALPASLAN,7820363.00000,15256.00000,1810.00000,"38400"
762.00000,13.00000,YENİ,10722768.00000,15877.00000,2079.00000,"38900"
763.00000,13.00000,YAVUZSELİM,79888848.00000,46787.00000,1975.00000,"38900"
764.00000,13.00000,TATAR,8907254.00000,15657.00000,178.00000,"38900"
765.00000,13.00000,ÜÇKONAK,20103127.00000,25360.00000,257.00000,"38900"
766.00000,13.00000,EMİRUŞAĞI,44124150.00000,51925.00000,635.00000,"38900"
756.00000,15.00000,BAHÇELİEVLER,20634950.00000,27428.00000,3610.00000,"38400"
86.00000,4.00000,VEKSE,5172922.00000,13722.00000,115.00000,"38190"
304.00000,2.00000,TAHİRİNLİ,33933126.00000,38227.00000,673.00000,"38560"
698.00000,12.00000,AYRANLIK,9671534.00000,16729.00000,180.00000,"38660"
767.00000,16.00000,İSMET,45640993.00000,37359.00000,929.00000,"38500"
760.00000,15.00000,GÜNEYYUKARI,2754974.00000,9778.00000,297.00000,"38400"
769.00000,16.00000,75.YIL,31783889.00000,30365.00000,1345.00000,"38500"
794.00000,15.00000,YEDEK,27292296.00000,25702.00000,114.00000,"38400"
770.00000,16.00000,FEVZİÇAKMAK,16466600.00000,23778.00000,202.00000,"38500"
772.00000,16.00000,ÇAVDARUŞAĞI,14511721.00000,16601.00000,354.00000,"38500"
773.00000,16.00000,YENİCE,282356225.00000,122082.00000,2103.00000,"38500"
758.00000,15.00000,İBRAHİMAĞA,429443.00000,3348.00000,3367.00000,"38400"
761.00000,13.00000,CUMHURİYET,48802776.00000,36929.00000,2066.00000,"38900"
775.00000,16.00000,SENİRKÖY,12384017.00000,21590.00000,499.00000,"38500"
777.00000,15.00000,MUSTAFA ASIM KÖKSAL,61805942.00000,55196.00000,3826.00000,"38400"
837.00000,6.00000,YAKUTİYE,1525985.00000,5733.00000,7350.00000,
133.00000,2.00000,KIZILÖREN TABAKLI,21043427.00000,26230.00000,926.00000,"38560"
783.00000,15.00000,AŞAĞIEVEREK,484727.00000,3557.00000,1376.00000,"38400"
784.00000,15.00000,ABDULBAKİ,22933.00000,868.00000,106.00000,"38400"
785.00000,15.00000,E.CAMİİKEBİR,158056.00000,2123.00000,403.00000,"38400"
786.00000,15.00000,GÜNEYAŞAĞI,14828037.00000,22349.00000,779.00000,"38400"
787.00000,15.00000,YEŞİLYURT,19432574.00000,21170.00000,121.00000,"38400"
788.00000,15.00000,GÜMÜŞÖREN,50140214.00000,46108.00000,506.00000,"38400"
789.00000,15.00000,MEHMET AKİF ERSOY,5220787.00000,12770.00000,2267.00000,"38400"
790.00000,15.00000,HARMAN,1783170.00000,10741.00000,5004.00000,"38400"
791.00000,15.00000,REŞADİYE,7877611.00000,14578.00000,2348.00000,"38400"
745.00000,11.00000,MAHMUDİYE,71700051.00000,46012.00000,437.00000,"38800"
492.00000,15.00000,KULPAK,51862640.00000,34204.00000,322.00000,"38400"
774.00000,16.00000,ÇUBUKLU,28635670.00000,28923.00000,944.00000,"38500"
797.00000,6.00000,İBRAHİMBEY,294234.00000,2520.00000,114.00000,"38600"
657.00000,12.00000,KUŞÇU,6842131.00000,12547.00000,306.00000,"38660"
593.00000,10.00000,DEVEDERESİ,8882119.00000,20068.00000,19.00000,"38700"
808.00000,11.00000,BAŞKÖY,29756301.00000,37615.00000,291.00000,"38800"
529.00000,10.00000,KAVAKKÖY,28504336.00000,26994.00000,115.00000,"38700"
